station_no,date,delta,hist_level
6335050,1989-06-01,-54.0,287.0
6335050,1989-06-02,-45.0,287.0
6335050,1989-06-03,-47.0,287.0
6335050,1989-09-01,0.0,222.0
6335050,1989-09-02,-1.0,222.0
6335050,1989-09-03,-11.0,222.0
6335050,1989-09-04,-19.0,222.0
6335050,1989-09-05,-23.0,222.0
6335050,1989-09-06,-17.0,222.0
6335050,1989-09-07,-10.0,222.0
6335050,1989-09-08,-7.0,222.0
6335050,1989-09-09,-14.0,222.0
6335050,1989-09-10,-25.0,222.0
6335050,1989-09-11,-33.0,222.0
6335050,1989-09-12,-42.0,222.0
6335050,1989-09-13,-42.0,222.0
6335050,1989-09-14,-45.0,222.0
6335050,1989-09-15,-35.0,222.0
6335050,1989-09-16,-28.0,222.0
6335050,1989-09-17,-27.0,222.0
6335050,1989-12-16,0.0,186.0
6335050,1989-12-17,113.0,186.0
6335050,1989-12-18,234.0,186.0
6335050,1989-12-19,280.0,186.0
6335050,1989-12-20,290.0,186.0
6335050,1989-12-21,320.0,186.0
6335050,1989-12-22,380.0,186.0
6335050,1989-12-23,356.0,186.0
6335050,1989-12-24,381.0,186.0
6335050,1989-12-25,388.0,186.0
6335050,1989-12-26,352.0,186.0
6335050,1989-12-27,298.0,186.0
6335050,1989-12-28,239.0,186.0
6335050,1989-12-29,192.0,186.0
6335050,1989-12-30,151.0,186.0
6335050,1989-12-31,116.0,186.0
6335050,1990-01-01,85.0,186.0
6335050,1990-04-01,0.0,252.0
6335050,1990-04-02,-8.0,252.0
6335050,1990-04-03,-16.0,252.0
6335050,1990-04-04,-11.0,252.0
6335050,1990-04-05,-9.0,252.0
6335050,1990-04-06,-15.0,252.0
6335050,1990-04-07,-25.0,252.0
6335050,1990-04-08,-33.0,252.0
6335050,1990-04-09,-39.0,252.0
6335050,1990-04-10,-44.0,252.0
6335050,1990-04-11,-47.0,252.0
6335050,1990-04-12,-48.0,252.0
6335050,1990-04-13,-46.0,252.0
6335050,1990-04-14,-45.0,252.0
6335050,1990-04-15,-38.0,252.0
6335050,1990-04-16,-42.0,252.0
6335050,1990-04-17,-33.0,252.0
6335050,1990-07-16,0.0,315.0
6335050,1990-07-17,-15.0,315.0
6335050,1990-07-18,-29.0,315.0
6335050,1990-07-19,-39.0,315.0
6335050,1990-07-20,-48.0,315.0
6335050,1990-07-21,-55.0,315.0
6335050,1990-07-22,-66.0,315.0
6335050,1990-07-23,-79.0,315.0
6335050,1990-07-24,-89.0,315.0
6335050,1990-07-25,-94.0,315.0
6335050,1990-07-26,-100.0,315.0
6335050,1990-07-27,-111.0,315.0
6335050,1990-07-28,-119.0,315.0
6335050,1990-07-29,-123.0,315.0
6335050,1990-07-30,-127.0,315.0
6335050,1990-07-31,-132.0,315.0
6335050,1990-08-01,-142.0,315.0
6335050,1990-10-30,0.0,168.0
6335050,1990-10-31,49.0,168.0
6335050,1990-11-01,79.0,168.0
6335050,1990-11-02,108.0,168.0
6335050,1990-11-03,119.0,168.0
6335050,1990-11-04,133.0,168.0
6335050,1990-11-05,131.0,168.0
6335050,1990-11-06,128.0,168.0
6335050,1990-11-07,126.0,168.0
6335050,1990-11-08,126.0,168.0
6335050,1990-11-09,116.0,168.0
6335050,1990-11-10,100.0,168.0
6335050,1990-11-11,82.0,168.0
6335050,1990-11-12,72.0,168.0
6335050,1990-11-13,68.0,168.0
6335050,1990-11-14,71.0,168.0
6335050,1990-11-15,109.0,168.0
6335050,1991-02-13,0.0,177.0
6335050,1991-02-14,-2.0,177.0
6335050,1991-02-15,-6.0,177.0
6335050,1991-02-16,-7.0,177.0
6335050,1991-02-17,-9.0,177.0
6335050,1991-02-18,-7.0,177.0
6335050,1991-02-19,-9.0,177.0
6335050,1991-02-20,-12.0,177.0
6335050,1991-02-21,-14.0,177.0
6335050,1991-02-22,-14.0,177.0
6335050,1991-02-23,-8.0,177.0
6335050,1991-02-24,4.0,177.0
6335050,1991-02-25,32.0,177.0
6335050,1991-02-26,63.0,177.0
6335050,1991-02-27,75.0,177.0
6335050,1991-02-28,80.0,177.0
6335050,1991-03-01,81.0,177.0
6335050,1991-05-30,0.0,190.0
6335050,1991-05-31,-5.0,190.0
6335050,1991-06-01,-10.0,190.0
6335050,1991-06-02,-12.0,190.0
6335050,1991-06-03,-17.0,190.0
6335050,1991-06-04,-22.0,190.0
6335050,1991-06-05,-27.0,190.0
6335050,1991-06-06,-26.0,190.0
6335050,1991-06-07,-17.0,190.0
6335050,1991-06-08,1.0,190.0
6335050,1991-06-09,9.0,190.0
6335050,1991-06-10,22.0,190.0
6335050,1991-06-11,23.0,190.0
6335050,1991-06-12,32.0,190.0
6335050,1991-06-13,39.0,190.0
6335050,1991-06-14,38.0,190.0
6335050,1991-06-15,35.0,190.0
6335050,1991-09-13,0.0,81.0
6335050,1991-09-14,6.0,81.0
6335050,1991-09-15,16.0,81.0
6335050,1991-09-16,21.0,81.0
6335050,1991-09-17,21.0,81.0
6335050,1991-09-18,9.0,81.0
6335050,1991-09-19,4.0,81.0
6335050,1991-09-20,4.0,81.0
6335050,1991-09-21,3.0,81.0
6335050,1991-09-22,0.0,81.0
6335050,1991-09-23,-5.0,81.0
6335050,1991-09-24,0.0,81.0
6335050,1991-09-25,17.0,81.0
6335050,1991-09-26,46.0,81.0
6335050,1991-09-27,52.0,81.0
6335050,1991-09-28,48.0,81.0
6335050,1991-09-29,46.0,81.0
6335050,1991-12-28,0.0,525.0
6335050,1991-12-29,-60.0,525.0
6335050,1991-12-30,-110.0,525.0
6335050,1991-12-31,-147.0,525.0
6335050,1992-01-01,-177.0,525.0
6335050,1992-01-02,-208.0,525.0
6335050,1992-01-03,-231.0,525.0
6335050,1992-01-04,-249.0,525.0
6335050,1992-01-05,-259.0,525.0
6335050,1992-01-06,-262.0,525.0
6335050,1992-01-07,-250.0,525.0
6335050,1992-01-08,-248.0,525.0
6335050,1992-01-09,-256.0,525.0
6335050,1992-01-10,-264.0,525.0
6335050,1992-01-11,-272.0,525.0
6335050,1992-01-12,-265.0,525.0
6335050,1992-01-13,-244.0,525.0
6335050,1992-04-12,0.0,331.0
6335050,1992-04-13,-18.0,331.0
6335050,1992-04-14,-32.0,331.0
6335050,1992-04-15,-49.0,331.0
6335050,1992-04-16,-53.0,331.0
6335050,1992-04-17,-52.0,331.0
6335050,1992-04-18,-46.0,331.0
6335050,1992-04-19,-39.0,331.0
6335050,1992-04-20,-47.0,331.0
6335050,1992-04-21,-59.0,331.0
6335050,1992-04-22,-63.0,331.0
6335050,1992-04-23,-66.0,331.0
6335050,1992-04-24,-67.0,331.0
6335050,1992-04-25,-70.0,331.0
6335050,1992-04-26,-70.0,331.0
6335050,1992-04-27,-64.0,331.0
6335050,1992-04-28,-66.0,331.0
6335050,1992-07-27,0.0,252.0
6335050,1992-07-28,-20.0,252.0
6335050,1992-07-29,-32.0,252.0
6335050,1992-07-30,-41.0,252.0
6335050,1992-07-31,-47.0,252.0
6335050,1992-08-01,-53.0,252.0
6335050,1992-08-02,-51.0,252.0
6335050,1992-08-03,-47.0,252.0
6335050,1992-08-04,-52.0,252.0
6335050,1992-08-05,-64.0,252.0
6335050,1992-08-06,-72.0,252.0
6335050,1992-08-07,-76.0,252.0
6335050,1992-08-08,-78.0,252.0
6335050,1992-08-09,-86.0,252.0
6335050,1992-08-10,-93.0,252.0
6335050,1992-08-11,-97.0,252.0
6335050,1992-08-12,-97.0,252.0
6335050,1992-11-10,0.0,261.0
6335050,1992-11-11,-5.0,261.0
6335050,1992-11-12,4.0,261.0
6335050,1992-11-13,60.0,261.0
6335050,1992-11-14,119.0,261.0
6335050,1992-11-15,140.0,261.0
6335050,1992-11-16,131.0,261.0
6335050,1992-11-17,148.0,261.0
6335050,1992-11-18,219.0,261.0
6335050,1992-11-19,267.0,261.0
6335050,1992-11-20,262.0,261.0
6335050,1992-11-21,233.0,261.0
6335050,1992-11-22,226.0,261.0
6335050,1992-11-23,238.0,261.0
6335050,1992-11-24,286.0,261.0
6335050,1992-11-25,337.0,261.0
6335050,1992-11-26,347.0,261.0
6335050,1993-02-24,0.0,232.0
6335050,1993-02-25,-13.0,232.0
6335050,1993-02-26,-26.0,232.0
6335050,1993-02-27,-35.0,232.0
6335050,1993-02-28,-43.0,232.0
6335050,1993-03-01,-44.0,232.0
6335050,1993-03-02,-46.0,232.0
6335050,1993-03-03,-53.0,232.0
6335050,1993-03-04,-58.0,232.0
6335050,1993-03-05,-62.0,232.0
6335050,1993-03-06,-64.0,232.0
6335050,1993-03-07,-69.0,232.0
6335050,1993-03-08,-68.0,232.0
6335050,1993-03-09,-63.0,232.0
6335050,1993-03-10,-55.0,232.0
6335050,1993-03-11,-54.0,232.0
6335050,1993-03-12,-61.0,232.0
6335050,1993-06-10,0.0,196.0
6335050,1993-06-11,-6.0,196.0
6335050,1993-06-12,-13.0,196.0
6335050,1993-06-13,-14.0,196.0
6335050,1993-06-14,-9.0,196.0
6335050,1993-06-15,5.0,196.0
6335050,1993-06-16,16.0,196.0
6335050,1993-06-17,27.0,196.0
6335050,1993-06-18,22.0,196.0
6335050,1993-06-19,25.0,196.0
6335050,1993-06-20,27.0,196.0
6335050,1993-06-21,32.0,196.0
6335050,1993-06-22,35.0,196.0
6335050,1993-06-23,38.0,196.0
6335050,1993-06-24,39.0,196.0
6335050,1993-06-25,54.0,196.0
6335050,1993-06-26,80.0,196.0
6335050,1993-09-24,0.0,237.0
6335050,1993-09-25,7.0,237.0
6335050,1993-09-26,31.0,237.0
6335050,1993-09-27,34.0,237.0
6335050,1993-09-28,14.0,237.0
6335050,1993-09-29,1.0,237.0
6335050,1993-09-30,-1.0,237.0
6335050,1993-10-01,0.0,237.0
6335050,1993-10-02,4.0,237.0
6335050,1993-10-03,13.0,237.0
6335050,1993-10-04,48.0,237.0
6335050,1993-10-05,94.0,237.0
6335050,1993-10-06,126.0,237.0
6335050,1993-10-07,150.0,237.0
6335050,1993-10-08,144.0,237.0
6335050,1993-10-09,119.0,237.0
6335050,1993-10-10,95.0,237.0
6335050,1994-01-08,0.0,831.0
6335050,1994-01-09,-2.0,831.0
6335050,1994-01-10,-46.0,831.0
6335050,1994-01-11,-117.0,831.0
6335050,1994-01-12,-218.0,831.0
6335050,1994-01-13,-274.0,831.0
6335050,1994-01-14,-295.0,831.0
6335050,1994-01-15,-308.0,831.0
6335050,1994-01-16,-321.0,831.0
6335050,1994-01-17,-324.0,831.0
6335050,1994-01-18,-335.0,831.0
6335050,1994-01-19,-362.0,831.0
6335050,1994-01-20,-390.0,831.0
6335050,1994-01-21,-415.0,831.0
6335050,1994-01-22,-438.0,831.0
6335050,1994-01-23,-451.0,831.0
6335050,1994-01-24,-446.0,831.0
6335050,1994-04-24,0.0,402.0
6335050,1994-04-25,-16.0,402.0
6335050,1994-04-26,-28.0,402.0
6335050,1994-04-27,-38.0,402.0
6335050,1994-04-28,-21.0,402.0
6335050,1994-04-29,-12.0,402.0
6335050,1994-04-30,-24.0,402.0
6335050,1994-05-01,-44.0,402.0
6335050,1994-05-02,-61.0,402.0
6335050,1994-05-03,-73.0,402.0
6335050,1994-05-04,-85.0,402.0
6335050,1994-05-05,-87.0,402.0
6335050,1994-05-06,-83.0,402.0
6335050,1994-05-07,-81.0,402.0
6335050,1994-05-08,-81.0,402.0
6335050,1994-05-09,-87.0,402.0
6335050,1994-05-10,-91.0,402.0
6335050,1994-08-08,0.0,187.0
6335050,1994-08-09,6.0,187.0
6335050,1994-08-10,8.0,187.0
6335050,1994-08-11,10.0,187.0
6335050,1994-08-12,6.0,187.0
6335050,1994-08-13,12.0,187.0
6335050,1994-08-14,26.0,187.0
6335050,1994-08-15,35.0,187.0
6335050,1994-08-16,29.0,187.0
6335050,1994-08-17,18.0,187.0
6335050,1994-08-18,16.0,187.0
6335050,1994-08-19,9.0,187.0
6335050,1994-08-20,15.0,187.0
6335050,1994-08-21,31.0,187.0
6335050,1994-08-22,42.0,187.0
6335050,1994-08-23,36.0,187.0
6335050,1994-08-24,31.0,187.0
6335050,1994-11-22,0.0,256.0
6335050,1994-11-23,1.0,256.0
6335050,1994-11-24,0.0,256.0
6335050,1994-11-25,-12.0,256.0
6335050,1994-11-26,-24.0,256.0
6335050,1994-11-27,-29.0,256.0
6335050,1994-11-28,-35.0,256.0
6335050,1994-11-29,-40.0,256.0
6335050,1994-11-30,-49.0,256.0
6335050,1994-12-01,-59.0,256.0
6335050,1994-12-02,-72.0,256.0
6335050,1994-12-03,-80.0,256.0
6335050,1994-12-04,-87.0,256.0
6335050,1994-12-05,-86.0,256.0
6335050,1994-12-06,-78.0,256.0
6335050,1994-12-07,-50.0,256.0
6335050,1994-12-08,-10.0,256.0
6335050,1995-03-08,0.0,469.0
6335050,1995-03-09,-12.0,469.0
6335050,1995-03-10,-28.0,469.0
6335050,1995-03-11,-47.0,469.0
6335050,1995-03-12,-64.0,469.0
6335050,1995-03-13,-82.0,469.0
6335050,1995-03-14,-102.0,469.0
6335050,1995-03-15,-124.0,469.0
6335050,1995-03-16,-132.0,469.0
6335050,1995-03-17,-132.0,469.0
6335050,1995-03-18,-124.0,469.0
6335050,1995-03-19,-66.0,469.0
6335050,1995-03-20,22.0,469.0
6335050,1995-03-21,143.0,469.0
6335050,1995-03-22,215.0,469.0
6335050,1995-03-23,218.0,469.0
6335050,1995-03-24,158.0,469.0
6335050,1995-06-22,0.0,426.0
6335050,1995-06-23,-18.0,426.0
6335050,1995-06-24,-21.0,426.0
6335050,1995-06-25,-18.0,426.0
6335050,1995-06-26,-18.0,426.0
6335050,1995-06-27,-30.0,426.0
6335050,1995-06-28,-40.0,426.0
6335050,1995-06-29,-54.0,426.0
6335050,1995-06-30,-69.0,426.0
6335050,1995-07-01,-81.0,426.0
6335050,1995-07-02,-89.0,426.0
6335050,1995-07-03,-85.0,426.0
6335050,1995-07-04,-80.0,426.0
6335050,1995-07-05,-80.0,426.0
6335050,1995-07-06,-71.0,426.0
6335050,1995-07-07,-71.0,426.0
6335050,1995-07-08,-81.0,426.0
6335050,1995-10-06,0.0,306.0
6335050,1995-10-07,-11.0,306.0
6335050,1995-10-08,-31.0,306.0
6335050,1995-10-09,-46.0,306.0
6335050,1995-10-10,-63.0,306.0
6335050,1995-10-11,-77.0,306.0
6335050,1995-10-12,-86.0,306.0
6335050,1995-10-13,-92.0,306.0
6335050,1995-10-14,-100.0,306.0
6335050,1995-10-15,-106.0,306.0
6335050,1995-10-16,-114.0,306.0
6335050,1995-10-17,-120.0,306.0
6335050,1995-10-18,-125.0,306.0
6335050,1995-10-19,-132.0,306.0
6335050,1995-10-20,-138.0,306.0
6335050,1995-10-21,-141.0,306.0
6335050,1995-10-22,-146.0,306.0
6335050,1996-01-20,0.0,219.0
6335050,1996-01-21,-7.0,219.0
6335050,1996-01-22,-15.0,219.0
6335050,1996-01-23,-24.0,219.0
6335050,1996-01-24,-32.0,219.0
6335050,1996-01-25,-43.0,219.0
6335050,1996-01-26,-47.0,219.0
6335050,1996-01-27,-52.0,219.0
6335050,1996-01-28,-56.0,219.0
6335050,1996-01-29,-57.0,219.0
6335050,1996-01-30,-63.0,219.0
6335050,1996-01-31,-68.0,219.0
6335050,1996-02-01,-74.0,219.0
6335050,1996-02-02,-77.0,219.0
6335050,1996-02-03,-82.0,219.0
6335050,1996-02-04,-80.0,219.0
6335050,1996-02-05,-80.0,219.0
6335050,1996-05-05,0.0,185.0
6335050,1996-05-06,4.0,185.0
6335050,1996-05-07,0.0,185.0
6335050,1996-05-08,-4.0,185.0
6335050,1996-05-09,-9.0,185.0
6335050,1996-05-10,-10.0,185.0
6335050,1996-05-11,-10.0,185.0
6335050,1996-05-12,-11.0,185.0
6335050,1996-05-13,-15.0,185.0
6335050,1996-05-14,-20.0,185.0
6335050,1996-05-15,-21.0,185.0
6335050,1996-05-16,0.0,185.0
6335050,1996-05-17,37.0,185.0
6335050,1996-05-18,35.0,185.0
6335050,1996-05-19,35.0,185.0
6335050,1996-05-20,44.0,185.0
6335050,1996-05-21,68.0,185.0
6335050,1996-08-19,0.0,227.0
6335050,1996-08-20,-12.0,227.0
6335050,1996-08-21,-24.0,227.0
6335050,1996-08-22,-20.0,227.0
6335050,1996-08-23,-25.0,227.0
6335050,1996-08-24,-37.0,227.0
6335050,1996-08-25,-39.0,227.0
6335050,1996-08-26,-37.0,227.0
6335050,1996-08-27,-45.0,227.0
6335050,1996-08-28,-49.0,227.0
6335050,1996-08-29,-29.0,227.0
6335050,1996-08-30,-9.0,227.0
6335050,1996-08-31,1.0,227.0
6335050,1996-09-01,-1.0,227.0
6335050,1996-09-02,-19.0,227.0
6335050,1996-09-03,-34.0,227.0
6335050,1996-09-04,-45.0,227.0
6335050,1996-12-03,0.0,469.0
6335050,1996-12-04,42.0,469.0
6335050,1996-12-05,56.0,469.0
6335050,1996-12-06,40.0,469.0
6335050,1996-12-07,2.0,469.0
6335050,1996-12-08,-40.0,469.0
6335050,1996-12-09,-75.0,469.0
6335050,1996-12-10,-105.0,469.0
6335050,1996-12-11,-133.0,469.0
6335050,1996-12-12,-150.0,469.0
6335050,1996-12-13,-164.0,469.0
6335050,1996-12-14,-178.0,469.0
6335050,1996-12-15,-181.0,469.0
6335050,1996-12-16,-181.0,469.0
6335050,1996-12-17,-174.0,469.0
6335050,1996-12-18,-167.0,469.0
6335050,1996-12-19,-166.0,469.0
6335050,1997-03-19,0.0,256.0
6335050,1997-03-20,4.0,256.0
6335050,1997-03-21,9.0,256.0
6335050,1997-03-22,19.0,256.0
6335050,1997-03-23,26.0,256.0
6335050,1997-03-24,25.0,256.0
6335050,1997-03-25,14.0,256.0
6335050,1997-03-26,7.0,256.0
6335050,1997-03-27,-3.0,256.0
6335050,1997-03-28,-5.0,256.0
6335050,1997-03-29,-9.0,256.0
6335050,1997-03-30,-11.0,256.0
6335050,1997-03-31,-6.0,256.0
6335050,1997-04-01,0.0,256.0
6335050,1997-04-02,-7.0,256.0
6335050,1997-04-03,-18.0,256.0
6335050,1997-04-04,-27.0,256.0
6335050,1997-07-03,0.0,368.0
6335050,1997-07-04,-8.0,368.0
6335050,1997-07-05,-16.0,368.0
6335050,1997-07-06,-22.0,368.0
6335050,1997-07-07,-14.0,368.0
6335050,1997-07-08,-7.0,368.0
6335050,1997-07-09,16.0,368.0
6335050,1997-07-10,27.0,368.0
6335050,1997-07-11,19.0,368.0
6335050,1997-07-12,0.0,368.0
6335050,1997-07-13,-14.0,368.0
6335050,1997-07-14,-19.0,368.0
6335050,1997-07-15,-20.0,368.0
6335050,1997-07-16,-22.0,368.0
6335050,1997-07-17,-22.0,368.0
6335050,1997-07-18,-32.0,368.0
6335050,1997-07-19,-35.0,368.0
6335050,1997-10-17,0.0,209.0
6335050,1997-10-18,-3.0,209.0
6335050,1997-10-19,-6.0,209.0
6335050,1997-10-20,-9.0,209.0
6335050,1997-10-21,-20.0,209.0
6335050,1997-10-22,-32.0,209.0
6335050,1997-10-23,-46.0,209.0
6335050,1997-10-24,-53.0,209.0
6335050,1997-10-25,-58.0,209.0
6335050,1997-10-26,-61.0,209.0
6335050,1997-10-27,-66.0,209.0
6335050,1997-10-28,-72.0,209.0
6335050,1997-10-29,-82.0,209.0
6335050,1997-10-30,-86.0,209.0
6335050,1997-10-31,-92.0,209.0
6335050,1997-11-01,-96.0,209.0
6335050,1997-11-02,-101.0,209.0
6335050,1998-01-31,0.0,242.0
6335050,1998-02-01,-10.0,242.0
6335050,1998-02-02,-22.0,242.0
6335050,1998-02-03,-34.0,242.0
6335050,1998-02-04,-42.0,242.0
6335050,1998-02-05,-50.0,242.0
6335050,1998-02-06,-56.0,242.0
6335050,1998-02-07,-60.0,242.0
6335050,1998-02-08,-68.0,242.0
6335050,1998-02-09,-72.0,242.0
6335050,1998-02-10,-79.0,242.0
6335050,1998-02-11,-82.0,242.0
6335050,1998-02-12,-84.0,242.0
6335050,1998-02-13,-88.0,242.0
6335050,1998-02-14,-90.0,242.0
6335050,1998-02-15,-91.0,242.0
6335050,1998-02-16,-88.0,242.0
6335050,1998-05-17,0.0,204.0
6335050,1998-05-18,-1.0,204.0
6335050,1998-05-19,-3.0,204.0
6335050,1998-05-20,-6.0,204.0
6335050,1998-05-21,-8.0,204.0
6335050,1998-05-22,-8.0,204.0
6335050,1998-05-23,-12.0,204.0
6335050,1998-05-24,-16.0,204.0
6335050,1998-05-25,-21.0,204.0
6335050,1998-05-26,-21.0,204.0
6335050,1998-05-27,-23.0,204.0
6335050,1998-05-28,-23.0,204.0
6335050,1998-05-29,-17.0,204.0
6335050,1998-05-30,-11.0,204.0
6335050,1998-05-31,-10.0,204.0
6335050,1998-06-01,-3.0,204.0
6335050,1998-06-02,5.0,204.0
6335050,1998-08-31,0.0,161.0
6335050,1998-09-01,-8.0,161.0
6335050,1998-09-02,-15.0,161.0
6335050,1998-09-03,-15.0,161.0
6335050,1998-09-04,-10.0,161.0
6335050,1998-09-05,-10.0,161.0
6335050,1998-09-06,-10.0,161.0
6335050,1998-09-07,-1.0,161.0
6335050,1998-09-08,13.0,161.0
6335050,1998-09-09,38.0,161.0
6335050,1998-09-10,43.0,161.0
6335050,1998-09-11,28.0,161.0
6335050,1998-09-12,23.0,161.0
6335050,1998-09-13,35.0,161.0
6335050,1998-09-14,67.0,161.0
6335050,1998-09-15,161.0,161.0
6335050,1998-09-16,275.0,161.0
6335050,1998-12-15,0.0,536.0
6335050,1998-12-16,31.0,536.0
6335050,1998-12-17,12.0,536.0
6335050,1998-12-18,-31.0,536.0
6335050,1998-12-19,-71.0,536.0
6335050,1998-12-20,-96.0,536.0
6335050,1998-12-21,-104.0,536.0
6335050,1998-12-22,-113.0,536.0
6335050,1998-12-23,-135.0,536.0
6335050,1998-12-24,-162.0,536.0
6335050,1998-12-25,-188.0,536.0
6335050,1998-12-26,-203.0,536.0
6335050,1998-12-27,-213.0,536.0
6335050,1998-12-28,-199.0,536.0
6335050,1998-12-29,-173.0,536.0
6335050,1998-12-30,-182.0,536.0
6335050,1998-12-31,-200.0,536.0
6335050,1999-03-31,0.0,483.0
6335050,1999-04-01,-49.0,483.0
6335050,1999-04-02,-81.0,483.0
6335050,1999-04-03,-99.0,483.0
6335050,1999-04-04,-113.0,483.0
6335050,1999-04-05,-123.0,483.0
6335050,1999-04-06,-122.0,483.0
6335050,1999-04-07,-127.0,483.0
6335050,1999-04-08,-119.0,483.0
6335050,1999-04-09,-110.0,483.0
6335050,1999-04-10,-79.0,483.0
6335050,1999-04-11,-58.0,483.0
6335050,1999-04-12,-60.0,483.0
6335050,1999-04-13,-65.0,483.0
6335050,1999-04-14,-65.0,483.0
6335050,1999-04-15,-39.0,483.0
6335050,1999-04-16,24.0,483.0
6335050,1999-07-15,0.0,377.0
6335050,1999-07-16,14.0,377.0
6335050,1999-07-17,41.0,377.0
6335050,1999-07-18,40.0,377.0
6335050,1999-07-19,20.0,377.0
6335050,1999-07-20,-3.0,377.0
6335050,1999-07-21,-22.0,377.0
6335050,1999-07-22,-33.0,377.0
6335050,1999-07-23,-41.0,377.0
6335050,1999-07-24,-50.0,377.0
6335050,1999-07-25,-58.0,377.0
6335050,1999-07-26,-71.0,377.0
6335050,1999-07-27,-84.0,377.0
6335050,1999-07-28,-98.0,377.0
6335050,1999-07-29,-109.0,377.0
6335050,1999-07-30,-117.0,377.0
6335050,1999-07-31,-122.0,377.0
6335050,1999-10-29,0.0,242.0
6335050,1999-10-30,-12.0,242.0
6335050,1999-10-31,-19.0,242.0
6335050,1999-11-01,-20.0,242.0
6335050,1999-11-02,-20.0,242.0
6335050,1999-11-03,-23.0,242.0
6335050,1999-11-04,-13.0,242.0
6335050,1999-11-05,-10.0,242.0
6335050,1999-11-06,2.0,242.0
6335050,1999-11-07,4.0,242.0
6335050,1999-11-08,-3.0,242.0
6335050,1999-11-09,-11.0,242.0
6335050,1999-11-10,-15.0,242.0
6335050,1999-11-11,-18.0,242.0
6335050,1999-11-12,-3.0,242.0
6335050,1999-11-13,46.0,242.0
6335050,1999-11-14,66.0,242.0
6335050,2000-02-12,0.0,513.0
6335050,2000-02-13,3.0,513.0
6335050,2000-02-14,-7.0,513.0
6335050,2000-02-15,-14.0,513.0
6335050,2000-02-16,-16.0,513.0
6335050,2000-02-17,3.0,513.0
6335050,2000-02-18,49.0,513.0
6335050,2000-02-19,78.0,513.0
6335050,2000-02-20,98.0,513.0
6335050,2000-02-21,118.0,513.0
6335050,2000-02-22,118.0,513.0
6335050,2000-02-23,86.0,513.0
6335050,2000-02-24,41.0,513.0
6335050,2000-02-25,5.0,513.0
6335050,2000-02-26,-10.0,513.0
6335050,2000-02-27,-19.0,513.0
6335050,2000-02-28,-30.0,513.0
6335050,2000-05-28,0.0,282.0
6335050,2000-05-29,-7.0,282.0
6335050,2000-05-30,-5.0,282.0
6335050,2000-05-31,-9.0,282.0
6335050,2000-06-01,3.0,282.0
6335050,2000-06-02,41.0,282.0
6335050,2000-06-03,117.0,282.0
6335050,2000-06-04,126.0,282.0
6335050,2000-06-05,100.0,282.0
6335050,2000-06-06,78.0,282.0
6335050,2000-06-07,68.0,282.0
6335050,2000-06-08,65.0,282.0
6335050,2000-06-09,65.0,282.0
6335050,2000-06-10,59.0,282.0
6335050,2000-06-11,46.0,282.0
6335050,2000-06-12,37.0,282.0
6335050,2000-06-13,40.0,282.0
6335050,2000-09-11,0.0,256.0
6335050,2000-09-12,-19.0,256.0
6335050,2000-09-13,-36.0,256.0
6335050,2000-09-14,-43.0,256.0
6335050,2000-09-15,-41.0,256.0
6335050,2000-09-16,-51.0,256.0
6335050,2000-09-17,-47.0,256.0
6335050,2000-09-18,-25.0,256.0
6335050,2000-09-19,-5.0,256.0
6335050,2000-09-20,-11.0,256.0
6335050,2000-09-21,-20.0,256.0
6335050,2000-09-22,-23.0,256.0
6335050,2000-09-23,-10.0,256.0
6335050,2000-09-24,36.0,256.0
6335050,2000-09-25,58.0,256.0
6335050,2000-09-26,36.0,256.0
6335050,2000-09-27,13.0,256.0
6335050,2000-12-26,0.0,263.0
6335050,2000-12-27,1.0,263.0
6335050,2000-12-28,32.0,263.0
6335050,2000-12-29,65.0,263.0
6335050,2000-12-30,56.0,263.0
6335050,2000-12-31,32.0,263.0
6335050,2001-01-01,13.0,263.0
6335050,2001-01-02,-3.0,263.0
6335050,2001-01-03,4.0,263.0
6335050,2001-01-04,40.0,263.0
6335050,2001-01-05,80.0,263.0
6335050,2001-01-06,174.0,263.0
6335050,2001-01-07,309.0,263.0
6335050,2001-01-08,360.0,263.0
6335050,2001-01-09,339.0,263.0
6335050,2001-01-10,293.0,263.0
6335050,2001-01-11,248.0,263.0
6335050,2001-04-11,0.0,487.0
6335050,2001-04-12,30.0,487.0
6335050,2001-04-13,49.0,487.0
6335050,2001-04-14,57.0,487.0
6335050,2001-04-15,51.0,487.0
6335050,2001-04-16,45.0,487.0
6335050,2001-04-17,71.0,487.0
6335050,2001-04-18,94.0,487.0
6335050,2001-04-19,99.0,487.0
6335050,2001-04-20,93.0,487.0
6335050,2001-04-21,74.0,487.0
6335050,2001-04-22,47.0,487.0
6335050,2001-04-23,26.0,487.0
6335050,2001-04-24,14.0,487.0
6335050,2001-04-25,6.0,487.0
6335050,2001-04-26,12.0,487.0
6335050,2001-04-27,31.0,487.0
6335050,2001-07-26,0.0,329.0
6335050,2001-07-27,-6.0,329.0
6335050,2001-07-28,-19.0,329.0
6335050,2001-07-29,-32.0,329.0
6335050,2001-07-30,-42.0,329.0
6335050,2001-07-31,-51.0,329.0
6335050,2001-08-01,-63.0,329.0
6335050,2001-08-02,-76.0,329.0
6335050,2001-08-03,-84.0,329.0
6335050,2001-08-04,-91.0,329.0
6335050,2001-08-05,-83.0,329.0
6335050,2001-08-06,-78.0,329.0
